time,equity,balance,open_positions,drawdown_pct
2026-01-09 13:00:00,9502.9,9502.9,0,7.2
2026-01-09 14:00:00,9502.9,9502.9,0,7.2
2026-01-09 15:00:00,9502.9,9502.9,0,7.2
2026-01-09 16:00:00,9502.9,9502.9,0,7.2
2026-01-09 17:00:00,9502.9,9502.9,0,7.2
2026-01-09 18:00:00,9502.9,9502.9,0,7.2
2026-01-09 19:00:00,9502.9,9502.9,0,7.2
2026-01-09 20:00:00,9502.9,9502.9,0,7.2
2026-01-09 21:00:00,9502.9,9502.9,0,7.2
2026-01-09 22:00:00,9502.9,9502.9,0,7.2
2026-01-09 23:00:00,9502.9,9502.9,0,7.2
2026-01-12 00:00:00,9502.9,9502.9,0,7.2
2026-01-12 01:00:00,9502.9,9502.9,0,7.2
2026-01-12 02:00:00,9502.9,9502.9,0,7.2
2026-01-12 03:00:00,9502.9,9502.9,0,7.2
2026-01-12 04:00:00,9502.9,9502.9,0,7.2
2026-01-12 05:00:00,9502.9,9502.9,0,7.2
2026-01-12 06:00:00,9502.9,9502.9,0,7.2
2026-01-12 07:00:00,9502.9,9502.9,0,7.2
2026-01-12 08:00:00,9502.9,9502.9,0,7.2
2026-01-12 09:00:00,9502.9,9502.9,0,7.2
2026-01-12 10:00:00,9502.9,9502.9,0,7.2
2026-01-12 11:00:00,9502.9,9502.9,0,7.2
2026-01-12 12:00:00,9502.9,9502.9,0,7.2
2026-01-12 13:00:00,9502.9,9502.9,0,7.2
2026-01-12 14:00:00,9502.9,9502.9,0,7.2
2026-01-12 15:00:00,9502.6,9502.9,1,7.21
2026-01-12 16:00:00,9558.0,9502.9,1,6.67
2026-01-12 17:00:00,9605.0,9502.9,1,6.21
2026-01-12 18:00:00,9587.8,9502.9,1,6.38
2026-01-12 19:00:00,9626.7,9502.9,1,6.0
2026-01-12 20:00:00,9495.0,9502.9,1,7.28
2026-01-12 21:00:00,9502.4,9502.9,1,7.21
2026-01-12 22:00:00,9520.7,9502.9,1,7.03
2026-01-12 23:00:00,9513.7,9502.9,1,7.1
2026-01-13 00:00:00,9565.9,9502.9,1,6.59
2026-01-13 01:00:00,9559.0,9502.9,1,6.66
2026-01-13 02:00:00,9493.1,9502.9,1,7.3
2026-01-13 03:00:00,9542.1,9542.1,0,6.82
2026-01-13 04:00:00,9542.1,9542.1,0,6.82
2026-01-13 05:00:00,9542.1,9542.1,0,6.82
2026-01-13 06:00:00,9542.1,9542.1,0,6.82
2026-01-13 07:00:00,9542.1,9542.1,0,6.82
2026-01-13 08:00:00,9542.1,9542.1,0,6.82
2026-01-13 09:00:00,9541.8,9542.1,1,6.82
2026-01-13 10:00:00,9551.2,9542.1,1,6.73
2026-01-13 11:00:00,9526.9,9542.1,1,6.97
2026-01-13 12:00:00,9478.6,9478.6,0,7.44
2026-01-13 13:00:00,9478.6,9478.6,0,7.44
2026-01-13 14:00:00,9478.3,9478.6,1,7.44
2026-01-13 15:00:00,9454.7,9478.6,1,7.68
2026-01-13 16:00:00,9520.75,9520.75,0,7.03
2026-01-13 17:00:00,9520.75,9520.75,0,7.03
2026-01-13 18:00:00,9520.75,9520.75,0,7.03
2026-01-13 19:00:00,9520.75,9520.75,0,7.03
2026-01-13 20:00:00,9520.75,9520.75,0,7.03
2026-01-13 21:00:00,9520.75,9520.75,0,7.03
2026-01-13 22:00:00,9520.75,9520.75,0,7.03
2026-01-13 23:00:00,9520.75,9520.75,0,7.03
2026-01-14 00:00:00,9520.75,9520.75,0,7.03
2026-01-14 01:00:00,9520.75,9520.75,0,7.03
2026-01-14 02:00:00,9520.75,9520.75,0,7.03
2026-01-14 03:00:00,9520.75,9520.75,0,7.03
2026-01-14 04:00:00,9520.75,9520.75,0,7.03
2026-01-14 05:00:00,9520.75,9520.75,0,7.03
2026-01-14 06:00:00,9520.75,9520.75,0,7.03
2026-01-14 07:00:00,9520.75,9520.75,0,7.03
2026-01-14 08:00:00,9520.75,9520.75,0,7.03
2026-01-14 09:00:00,9520.75,9520.75,0,7.03
2026-01-14 10:00:00,9520.15,9520.75,1,7.04
2026-01-14 11:00:00,9384.25,9384.55,1,8.36
2026-01-14 12:00:00,9360.45,9384.55,1,8.6
2026-01-14 13:00:00,9347.65,9384.55,1,8.72
2026-01-14 14:00:00,9307.45,9307.45,0,9.11
2026-01-14 15:00:00,9307.45,9307.45,0,9.11
2026-01-14 16:00:00,9307.45,9307.45,0,9.11
2026-01-14 17:00:00,9307.45,9307.45,0,9.11
2026-01-14 18:00:00,9307.45,9307.45,0,9.11
2026-01-14 19:00:00,9307.45,9307.45,0,9.11
2026-01-14 20:00:00,9307.45,9307.45,0,9.11
2026-01-14 21:00:00,9307.45,9307.45,0,9.11
2026-01-14 22:00:00,9307.45,9307.45,0,9.11
2026-01-14 23:00:00,9307.45,9307.45,0,9.11
2026-01-15 00:00:00,9307.45,9307.45,0,9.11
2026-01-15 01:00:00,9307.45,9307.45,0,9.11
2026-01-15 02:00:00,9307.45,9307.45,0,9.11
2026-01-15 03:00:00,9307.45,9307.45,0,9.11
2026-01-15 04:00:00,9307.45,9307.45,0,9.11
2026-01-15 05:00:00,9307.45,9307.45,0,9.11
2026-01-15 06:00:00,9307.45,9307.45,0,9.11
2026-01-15 07:00:00,9307.45,9307.45,0,9.11
2026-01-15 08:00:00,9307.45,9307.45,0,9.11
2026-01-15 09:00:00,9307.15,9307.45,1,9.12
2026-01-15 10:00:00,9303.55,9307.45,1,9.15
2026-01-15 11:00:00,9341.75,9307.45,1,8.78
2026-01-15 12:00:00,9279.95,9307.45,1,9.38
2026-01-15 13:00:00,9254.55,9307.45,1,9.63
2026-01-15 14:00:00,9227.65,9307.45,1,9.89
2026-01-15 15:00:00,9414.55,9307.45,1,8.07
2026-01-15 16:00:00,9394.25,9307.45,1,8.27
2026-01-15 17:00:00,9240.65,9307.45,1,9.77
2026-01-15 18:00:00,9159.95,9307.45,1,10.55
2026-01-15 19:00:00,9187.85,9307.45,1,10.28
2026-01-15 20:00:00,9114.85,9114.85,0,10.99
2026-01-15 21:00:00,9114.85,9114.85,0,10.99
2026-01-15 22:00:00,9114.85,9114.85,0,10.99
2026-01-15 23:00:00,9114.85,9114.85,0,10.99
2026-01-16 00:00:00,9114.85,9114.85,0,10.99
2026-01-16 01:00:00,9114.85,9114.85,0,10.99
2026-01-16 02:00:00,9114.85,9114.85,0,10.99
2026-01-16 03:00:00,9114.85,9114.85,0,10.99
2026-01-16 04:00:00,9114.85,9114.85,0,10.99
2026-01-16 05:00:00,9114.85,9114.85,0,10.99
2026-01-16 06:00:00,9114.85,9114.85,0,10.99
2026-01-16 07:00:00,9114.85,9114.85,0,10.99
2026-01-16 08:00:00,9114.85,9114.85,0,10.99
2026-01-16 09:00:00,9114.85,9114.85,0,10.99
2026-01-16 10:00:00,9114.85,9114.85,0,10.99
2026-01-16 11:00:00,9114.55,9114.85,1,11.0
2026-01-16 12:00:00,9021.85,9114.85,1,11.9
2026-01-16 13:00:00,8855.15,8855.15,0,13.53
2026-01-16 14:00:00,8855.15,8855.15,0,13.53
2026-01-16 15:00:00,8855.15,8855.15,0,13.53
2026-01-16 16:00:00,8855.15,8855.15,0,13.53
2026-01-16 17:00:00,8855.15,8855.15,0,13.53
2026-01-16 18:00:00,8855.15,8855.15,0,13.53
2026-01-16 19:00:00,8855.15,8855.15,0,13.53
2026-01-16 20:00:00,8855.15,8855.15,0,13.53
2026-01-16 21:00:00,8855.15,8855.15,0,13.53
2026-01-16 22:00:00,8855.15,8855.15,0,13.53
2026-01-16 23:00:00,8855.15,8855.15,0,13.53
2026-01-19 00:00:00,8855.15,8855.15,0,13.53
2026-01-19 01:00:00,8855.15,8855.15,0,13.53
2026-01-19 02:00:00,8855.15,8855.15,0,13.53
2026-01-19 03:00:00,8855.15,8855.15,0,13.53
2026-01-19 04:00:00,8855.15,8855.15,0,13.53
2026-01-19 05:00:00,8855.15,8855.15,0,13.53
2026-01-19 06:00:00,8855.15,8855.15,0,13.53
2026-01-19 07:00:00,8855.15,8855.15,0,13.53
2026-01-19 08:00:00,8855.15,8855.15,0,13.53
2026-01-19 09:00:00,8855.15,8855.15,0,13.53
2026-01-19 10:00:00,8855.15,8855.15,0,13.53
2026-01-19 11:00:00,8854.85,8855.15,1,13.53
2026-01-19 12:00:00,8784.85,8855.15,1,14.22
2026-01-19 13:00:00,8705.75,8705.75,0,14.99
2026-01-19 14:00:00,8705.75,8705.75,0,14.99
2026-01-19 15:00:00,8705.75,8705.75,0,14.99
2026-01-19 16:00:00,8705.75,8705.75,0,14.99
2026-01-19 17:00:00,8705.75,8705.75,0,14.99
2026-01-19 18:00:00,8705.75,8705.75,0,14.99
2026-01-19 19:00:00,8705.75,8705.75,0,14.99
2026-01-19 20:00:00,8705.75,8705.75,0,14.99
2026-01-19 21:00:00,8705.75,8705.75,0,14.99
2026-01-19 22:00:00,8705.75,8705.75,0,14.99
2026-01-19 23:00:00,8705.75,8705.75,0,14.99
2026-01-20 00:00:00,8705.75,8705.75,0,14.99
2026-01-20 01:00:00,8705.75,8705.75,0,14.99
2026-01-20 02:00:00,8705.75,8705.75,0,14.99
2026-01-20 03:00:00,8705.75,8705.75,0,14.99
2026-01-20 04:00:00,8705.75,8705.75,0,14.99
2026-01-20 05:00:00,8705.75,8705.75,0,14.99
2026-01-20 06:00:00,8705.75,8705.75,0,14.99
2026-01-20 07:00:00,8705.75,8705.75,0,14.99
2026-01-20 08:00:00,8705.75,8705.75,0,14.99
2026-01-20 09:00:00,8705.45,8705.75,1,14.99
2026-01-20 10:00:00,8680.85,8705.75,1,15.23
2026-01-20 11:00:00,8753.85,8705.75,1,14.52
2026-01-20 12:00:00,8711.85,8705.75,1,14.93
2026-01-20 13:00:00,8615.45,8615.45,0,15.87
2026-01-20 14:00:00,8615.45,8615.45,0,15.87
2026-01-20 15:00:00,8615.45,8615.45,0,15.87
2026-01-20 16:00:00,8615.45,8615.45,0,15.87
2026-01-20 17:00:00,8615.45,8615.45,0,15.87
2026-01-20 18:00:00,8615.45,8615.45,0,15.87
2026-01-20 19:00:00,8615.45,8615.45,0,15.87
2026-01-20 20:00:00,8615.45,8615.45,0,15.87
2026-01-20 21:00:00,8615.45,8615.45,0,15.87
2026-01-20 22:00:00,8615.45,8615.45,0,15.87
2026-01-20 23:00:00,8615.45,8615.45,0,15.87
2026-01-21 00:00:00,8615.45,8615.45,0,15.87
2026-01-21 01:00:00,8615.45,8615.45,0,15.87
2026-01-21 02:00:00,8615.45,8615.45,0,15.87
2026-01-21 03:00:00,8615.45,8615.45,0,15.87
2026-01-21 04:00:00,8615.45,8615.45,0,15.87
2026-01-21 05:00:00,8615.45,8615.45,0,15.87
2026-01-21 06:00:00,8615.45,8615.45,0,15.87
2026-01-21 07:00:00,8615.45,8615.45,0,15.87
2026-01-21 08:00:00,8615.45,8615.45,0,15.87
2026-01-21 09:00:00,8615.15,8615.45,1,15.87
2026-01-21 10:00:00,8591.95,8615.45,1,16.1
2026-01-21 11:00:00,8569.45,8615.45,1,16.32
2026-01-21 12:00:00,8653.88,8653.88,0,15.5
2026-01-21 13:00:00,8653.88,8653.88,0,15.5
2026-01-21 14:00:00,8653.88,8653.88,0,15.5
2026-01-21 15:00:00,8653.58,8653.88,1,15.5
2026-01-21 16:00:00,8536.68,8653.88,1,16.64
2026-01-21 17:00:00,8592.08,8653.88,1,16.1
2026-01-21 18:00:00,8487.38,8487.38,0,17.12
2026-01-21 19:00:00,8487.38,8487.38,0,17.12
2026-01-21 20:00:00,8487.38,8487.38,0,17.12
2026-01-21 21:00:00,8487.38,8487.38,0,17.12
2026-01-21 22:00:00,8487.38,8487.38,0,17.12
2026-01-21 23:00:00,8487.38,8487.38,0,17.12
2026-01-22 00:00:00,8487.38,8487.38,0,17.12
2026-01-22 01:00:00,8487.38,8487.38,0,17.12
2026-01-22 02:00:00,8487.38,8487.38,0,17.12
2026-01-22 03:00:00,8487.38,8487.38,0,17.12
2026-01-22 04:00:00,8487.38,8487.38,0,17.12
2026-01-22 05:00:00,8487.38,8487.38,0,17.12
2026-01-22 06:00:00,8487.38,8487.38,0,17.12
2026-01-22 07:00:00,8487.38,8487.38,0,17.12
2026-01-22 08:00:00,8487.38,8487.38,0,17.12
2026-01-22 09:00:00,8487.08,8487.38,1,17.12
2026-01-22 10:00:00,8677.88,8487.38,1,15.26
2026-01-22 11:00:00,8624.48,8487.38,1,15.78
2026-01-22 12:00:00,8660.98,8487.38,1,15.43
2026-01-22 13:00:00,8633.18,8487.38,1,15.7
2026-01-22 14:00:00,8663.38,8487.38,1,15.4
2026-01-22 15:00:00,8634.78,8487.38,1,15.68
2026-01-22 16:00:00,8594.38,8487.38,1,16.08
2026-01-22 17:00:00,8618.68,8487.38,1,15.84
2026-01-22 18:00:00,8631.18,8487.38,1,15.72
2026-01-22 19:00:00,8420.08,8487.38,1,17.78
2026-01-22 20:00:00,8468.18,8487.38,1,17.31
2026-01-22 21:00:00,8463.58,8463.58,0,17.35
2026-01-22 22:00:00,8463.58,8463.58,0,17.35
2026-01-22 23:00:00,8463.58,8463.58,0,17.35
2026-01-23 00:00:00,8463.58,8463.58,0,17.35
2026-01-23 01:00:00,8463.58,8463.58,0,17.35
2026-01-23 02:00:00,8463.58,8463.58,0,17.35
2026-01-23 03:00:00,8463.58,8463.58,0,17.35
2026-01-23 04:00:00,8463.58,8463.58,0,17.35
2026-01-23 05:00:00,8463.58,8463.58,0,17.35
2026-01-23 06:00:00,8463.58,8463.58,0,17.35
2026-01-23 07:00:00,8463.58,8463.58,0,17.35
2026-01-23 08:00:00,8463.58,8463.58,0,17.35
2026-01-23 09:00:00,8463.28,8463.58,1,17.36
2026-01-23 10:00:00,8310.58,8463.58,1,18.85
2026-01-23 11:00:00,8407.18,8463.58,1,17.9
2026-01-23 12:00:00,8450.08,8463.58,1,17.49
2026-01-23 13:00:00,8502.08,8463.58,1,16.98
2026-01-23 14:00:00,8394.68,8463.58,1,18.03
2026-01-23 15:00:00,8303.48,8463.58,1,18.92
2026-01-23 16:00:00,8330.28,8463.58,1,18.66
2026-01-23 17:00:00,8284.18,8463.58,1,19.11
2026-01-23 18:00:00,8308.48,8463.58,1,18.87
2026-01-23 19:00:00,8333.18,8463.58,1,18.63
2026-01-23 20:00:00,8330.48,8463.58,1,18.65
2026-01-23 21:00:00,8300.18,8300.18,0,18.95
2026-01-23 22:00:00,8300.18,8300.18,0,18.95
2026-01-23 23:00:00,8300.18,8300.18,0,18.95
2026-01-26 00:00:00,8300.18,8300.18,0,18.95
2026-01-26 01:00:00,8300.18,8300.18,0,18.95
2026-01-26 02:00:00,8300.18,8300.18,0,18.95
2026-01-26 03:00:00,8300.18,8300.18,0,18.95
2026-01-26 04:00:00,8300.18,8300.18,0,18.95
2026-01-26 05:00:00,8300.18,8300.18,0,18.95
2026-01-26 06:00:00,8300.18,8300.18,0,18.95
2026-01-26 07:00:00,8300.18,8300.18,0,18.95
2026-01-26 08:00:00,8300.18,8300.18,0,18.95
2026-01-26 09:00:00,8299.88,8300.18,1,18.95
2026-01-26 10:00:00,8324.18,8300.18,1,18.71
2026-01-26 11:00:00,8320.28,8300.18,1,18.75
2026-01-26 12:00:00,8320.78,8300.18,1,18.75
2026-01-26 13:00:00,8304.58,8300.18,1,18.91
2026-01-26 14:00:00,8286.08,8300.18,1,19.09
2026-01-26 15:00:00,8289.38,8300.18,1,19.05
2026-01-26 16:00:00,8350.58,8300.18,1,18.46
2026-01-26 17:00:00,8272.78,8300.18,1,19.22
2026-01-26 18:00:00,8216.48,8216.48,0,19.77
2026-01-26 19:00:00,8216.48,8216.48,0,19.77
2026-01-26 20:00:00,8216.48,8216.48,0,19.77
2026-01-26 21:00:00,8216.48,8216.48,0,19.77
2026-01-26 22:00:00,8216.48,8216.48,0,19.77
2026-01-26 23:00:00,8216.48,8216.48,0,19.77
2026-01-27 00:00:00,8216.48,8216.48,0,19.77
2026-01-27 01:00:00,8216.48,8216.48,0,19.77
2026-01-27 02:00:00,8216.48,8216.48,0,19.77
2026-01-27 03:00:00,8216.48,8216.48,0,19.77
2026-01-27 04:00:00,8216.48,8216.48,0,19.77
2026-01-27 05:00:00,8216.48,8216.48,0,19.77
2026-01-27 06:00:00,8216.48,8216.48,0,19.77
2026-01-27 07:00:00,8216.48,8216.48,0,19.77
2026-01-27 08:00:00,8216.48,8216.48,0,19.77
2026-01-27 09:00:00,8216.18,8216.48,1,19.77
2026-01-27 10:00:00,8056.48,8056.78,1,21.33
2026-01-27 11:00:00,8043.38,8056.78,1,21.46
2026-01-27 12:00:00,8077.88,8056.78,1,21.12
2026-01-27 13:00:00,8093.98,8056.78,1,20.96
2026-01-27 14:00:00,8112.58,8056.78,1,20.78
2026-01-27 15:00:00,8006.78,8056.78,1,21.81
2026-01-27 16:00:00,8133.88,8056.78,1,20.57
2026-01-27 17:00:00,8157.68,8056.78,1,20.34
2026-01-27 18:00:00,8320.28,8320.28,0,18.75
2026-01-27 19:00:00,8320.28,8320.28,0,18.75
2026-01-27 20:00:00,8320.28,8320.28,0,18.75
2026-01-27 21:00:00,8320.28,8320.28,0,18.75
2026-01-27 22:00:00,8320.28,8320.28,0,18.75
2026-01-27 23:00:00,8320.28,8320.28,0,18.75
2026-01-28 00:00:00,8320.28,8320.28,0,18.75
2026-01-28 01:00:00,8320.28,8320.28,0,18.75
2026-01-28 02:00:00,8320.28,8320.28,0,18.75
2026-01-28 03:00:00,8320.28,8320.28,0,18.75
2026-01-28 04:00:00,8320.28,8320.28,0,18.75
2026-01-28 05:00:00,8320.28,8320.28,0,18.75
2026-01-28 06:00:00,8320.28,8320.28,0,18.75
2026-01-28 07:00:00,8320.28,8320.28,0,18.75
2026-01-28 08:00:00,8320.28,8320.28,0,18.75
2026-01-28 09:00:00,8320.28,8320.28,0,18.75
2026-01-28 10:00:00,8319.98,8320.28,1,18.76
2026-01-28 11:00:00,8331.78,8320.28,1,18.64
2026-01-28 12:00:00,8378.88,8320.28,1,18.18
2026-01-28 13:00:00,8343.78,8320.28,1,18.52
2026-01-28 14:00:00,8424.18,8320.28,1,17.74
2026-01-28 15:00:00,8467.08,8320.28,1,17.32
2026-01-28 16:00:00,8538.08,8320.28,1,16.63
2026-01-28 17:00:00,8475.58,8320.28,1,17.24
2026-01-28 18:00:00,8394.18,8320.28,1,18.03
2026-01-28 19:00:00,8452.58,8320.28,1,17.46
2026-01-28 20:00:00,8281.28,8320.28,1,19.13
2026-01-28 21:00:00,8261.68,8320.28,1,19.33
2026-01-28 22:00:00,8261.88,8261.88,0,19.32
2026-01-28 23:00:00,8261.88,8261.88,0,19.32
2026-01-29 00:00:00,8261.88,8261.88,0,19.32
2026-01-29 01:00:00,8261.88,8261.88,0,19.32
2026-01-29 02:00:00,8261.88,8261.88,0,19.32
2026-01-29 03:00:00,8261.88,8261.88,0,19.32
2026-01-29 04:00:00,8261.88,8261.88,0,19.32
2026-01-29 05:00:00,8261.88,8261.88,0,19.32
2026-01-29 06:00:00,8261.88,8261.88,0,19.32
2026-01-29 07:00:00,8261.88,8261.88,0,19.32
2026-01-29 08:00:00,8261.88,8261.88,0,19.32
2026-01-29 09:00:00,8261.58,8261.88,1,19.33
2026-01-29 10:00:00,8160.98,8261.88,1,20.31
2026-01-29 11:00:00,8256.38,8261.88,1,19.38
2026-01-29 12:00:00,8141.58,8261.88,1,20.5
2026-01-29 13:00:00,8177.88,8261.88,1,20.14
2026-01-29 14:00:00,8290.98,8261.88,1,19.04
2026-01-29 15:00:00,8217.88,8261.88,1,19.75
2026-01-29 16:00:00,8299.58,8261.88,1,18.95
2026-01-29 17:00:00,8280.88,8261.88,1,19.14
2026-01-29 18:00:00,8263.28,8261.88,1,19.31
2026-01-29 19:00:00,8186.18,8261.88,1,20.06
2026-01-29 20:00:00,8124.18,8261.88,1,20.67
2026-01-29 21:00:00,8113.08,8113.08,0,20.78
2026-01-29 22:00:00,8113.08,8113.08,0,20.78
2026-01-29 23:00:00,8113.08,8113.08,0,20.78
2026-01-30 00:00:00,8113.08,8113.08,0,20.78
2026-01-30 01:00:00,8113.08,8113.08,0,20.78
2026-01-30 02:00:00,8113.08,8113.08,0,20.78
2026-01-30 03:00:00,8113.08,8113.08,0,20.78
2026-01-30 04:00:00,8113.08,8113.08,0,20.78
2026-01-30 05:00:00,8113.08,8113.08,0,20.78
2026-01-30 06:00:00,8113.08,8113.08,0,20.78
2026-01-30 07:00:00,8113.08,8113.08,0,20.78
2026-01-30 08:00:00,8113.08,8113.08,0,20.78
2026-01-30 09:00:00,8113.08,8113.08,0,20.78
2026-01-30 10:00:00,8113.08,8113.08,0,20.78
2026-01-30 11:00:00,8113.08,8113.08,0,20.78
2026-01-30 12:00:00,8113.08,8113.08,0,20.78
2026-01-30 13:00:00,8113.08,8113.08,0,20.78
2026-01-30 14:00:00,8112.78,8113.08,1,20.78
2026-01-30 15:00:00,8229.88,8113.08,1,19.64
2026-01-30 16:00:00,8310.78,8310.78,0,18.85
2026-01-30 17:00:00,8310.78,8310.78,0,18.85
2026-01-30 18:00:00,8310.78,8310.78,0,18.85
2026-01-30 19:00:00,8310.78,8310.78,0,18.85
2026-01-30 20:00:00,8310.78,8310.78,0,18.85
2026-01-30 21:00:00,8310.78,8310.78,0,18.85
2026-01-30 22:00:00,8310.78,8310.78,0,18.85
2026-01-30 23:00:00,8310.78,8310.78,0,18.85
2026-02-02 00:00:00,8310.78,8310.78,0,18.85
2026-02-02 01:00:00,8310.78,8310.78,0,18.85
2026-02-02 02:00:00,8310.78,8310.78,0,18.85
